Date,OilPrice,FX,VIX,CPI,InterestRate,Index
2018-01-01,50.10141512392633,69.91907939814244,12.009755198657144,99.93750706448978,3.011298345625458,1008.0818365584112
2018-01-02,49.79941989205418,69.87031314045214,12.041225398962254,99.93750706448978,3.011298345625458,1003.1703784408002
2018-01-03,50.03455525079612,69.92957258678133,12.047819089618311,99.93750706448978,3.011298345625458,1008.0490010800105
2018-01-04,50.326724665713485,69.8390100700412,12.088757287135683,99.93750706448978,3.011298345625458,1006.1131070226537
2018-01-05,49.751414109117334,69.88776129490319,12.093486913783568,99.93750706448978,3.011298345625458,1009.3569380271923
2018-01-08,49.370760257058635,69.76858574201535,12.132721349590154,99.93750706448978,3.011298345625458,1015.4085864591311
2018-01-09,49.41911237800882,69.75317888357147,12.176262488108485,99.93750706448978,3.011298345625458,1019.6853487320303
2018-01-10,49.33423960030575,69.76914365902886,12.136036156597244,99.93750706448978,3.011298345625458,1024.8459916289562
2018-01-11,49.33919925305446,70.01865667353475,12.045628954253708,99.93750706448978,3.011298345625458,1019.4785342240087
2018-01-12,49.093286074782384,69.88592510798271,12.122803597054435,99.93750706448978,3.011298345625458,1025.6730343649995
2018-01-15,49.36710546724123,70.03812656463172,12.135636533590048,99.93750706448978,3.011298345625458,1021.8221299079152
2018-01-16,49.61044304786992,70.05811080603046,12.049912238815242,99.93750706448978,3.011298345625458,1023.673259325268
2018-01-17,49.640252257138286,70.10422799783206,12.014221263954306,99.93750706448978,3.011298345625458,1025.5122706507104
2018-01-18,49.988424619228695,70.12106278917088,12.052814978572798,99.93750706448978,3.011298345625458,1028.5185737614966
2018-01-19,50.138677421904305,70.1705354709904,12.038831137016153,99.93750706448978,3.011298345625458,1030.7715978810606
2018-01-22,49.89088968303933,70.16016696055419,12.013228066050196,99.93750706448978,3.011298345625458,1026.9438782151685
2018-01-23,50.01151491826408,70.31057197869994,12.083272159065846,99.93750706448978,3.011298345625458,1020.5396921758847
2018-01-24,49.733850138015384,70.26992486427747,12.030907801746654,99.93750706448978,3.011298345625458,1025.5145086845882
2018-01-25,50.00738522840757,70.3881483214954,12.008999866141087,99.93750706448978,3.011298345625458,1026.9869201914494
2018-01-26,50.002407455111694,70.3287116094741,12.001569457611327,99.93750706448978,3.011298345625458,1033.423677284553
2018-01-29,49.95694874604811,70.32768642483396,12.021092204214021,99.93750706448978,3.011298345625458,1033.7065276198139
2018-01-30,49.76266988272693,70.22549016960494,12.045909355931057,99.93750706448978,3.011298345625458,1026.9778622454057
2018-01-31,50.13943228432914,70.2759925416397,12.091471258159505,99.93750706448978,3.011298345625458,1032.4680592308418
2018-02-01,50.1030734397085,70.42550513733235,12.10140018919358,100.11408455700644,3.025100173928966,1031.0698915374303
2018-02-02,49.98457509305957,70.42276951935025,12.1258693861405,100.11408455700644,3.025100173928966,1033.3466552189295
2018-02-05,49.8889350279131,70.40808094947987,12.112908923174746,100.11408455700644,3.025100173928966,1030.5218194428085
2018-02-06,50.058627783579105,70.30161925317307,12.116043838336582,100.11408455700644,3.025100173928966,1039.5522806855556
2018-02-07,50.17826100288833,70.28368998781785,12.121420547339264,100.11408455700644,3.025100173928966,1035.5252950215906
2018-02-08,50.312080786367126,70.12941056184569,12.132175454130216,100.11408455700644,3.025100173928966,1034.299169526274
2018-02-09,50.45132708726949,70.04312276317381,12.170802444509354,100.11408455700644,3.025100173928966,1035.3716472489189
2018-02-12,51.10382136753063,70.07080136778472,12.198559728606595,100.11408455700644,3.025100173928966,1030.255575213725
2018-02-13,50.99189686261524,70.20770268755886,12.200770578751605,100.11408455700644,3.025100173928966,1032.472445704772
2018-02-14,50.84822404389378,70.49362377368182,12.160314279504552,100.11408455700644,3.025100173928966,1041.3471301664283
2018-02-15,50.61409222541942,70.43996526517472,12.163697842407688,100.11408455700644,3.025100173928966,1039.312379384724
2018-02-16,50.808886052192065,70.58849528083927,12.162296953162901,100.11408455700644,3.025100173928966,1041.8906410711415
2018-02-19,51.157577740008335,70.61787052887944,12.171956032153561,100.11408455700644,3.025100173928966,1028.1839569217582
2018-02-20,51.13339350271187,70.6077457642048,12.28228229751058,100.11408455700644,3.025100173928966,1028.4864777811242
2018-02-21,50.89134655962311,70.65600520937741,12.25609365858352,100.11408455700644,3.025100173928966,1027.3898223199244
2018-02-22,50.65400219491574,70.66719685774541,12.277208109539787,100.11408455700644,3.025100173928966,1023.6995254497406
2018-02-23,50.85918003126315,70.68323643030662,12.330631212902002,100.11408455700644,3.025100173928966,1029.762492986206
2018-02-26,51.09215628262418,70.64740311402396,12.33553130860697,100.11408455700644,3.025100173928966,1028.6018571416496
2018-02-27,51.26510256311574,70.51259214804408,12.45242356456558,100.11408455700644,3.025100173928966,1028.1957365112542
2018-02-28,51.07544965092914,70.36322962779187,12.433521599979006,100.11408455700644,3.025100173928966,1026.7718173834526
2018-03-01,51.15509804784915,70.43355411611999,12.449726061095008,100.27065307447845,2.997741328381329,1017.4856660611078
2018-03-02,51.20010379059137,70.41088410711141,12.40978577385036,100.27065307447845,2.997741328381329,1012.2538358242061
2018-03-05,51.275710369610074,70.35627521714581,12.392209537093194,100.27065307447845,2.997741328381329,1017.6419925718932
2018-03-06,51.54713900299453,70.36212577981811,12.404656232613027,100.27065307447845,2.997741328381329,1007.4691615063906
2018-03-07,51.62421766762694,70.44661900510968,12.446971435728413,100.27065307447845,2.997741328381329,1004.1146529913354
2018-03-08,51.8378917365485,70.46965539941232,12.462926177429592,100.27065307447845,2.997741328381329,1002.6125944054834
2018-03-09,51.86816545739517,70.40904990574822,12.52588191989633,100.27065307447845,2.997741328381329,1011.8923769670745
2018-03-12,51.96490127700216,70.53667920131312,12.521133654366695,100.27065307447845,2.997741328381329,1016.2974748160358
2018-03-13,52.16428774475373,70.69959775161128,12.504525227874746,100.27065307447845,2.997741328381329,1013.980342912881
2018-03-14,51.737140998797024,70.75405341714357,12.639724483238714,100.27065307447845,2.997741328381329,1021.1057414901605
2018-03-15,51.65123963388984,70.85641976827797,12.659436365710816,100.27065307447845,2.997741328381329,1017.8366601529427
2018-03-16,51.520127837602,70.98561576795936,12.623462288411888,100.27065307447845,2.997741328381329,1023.4970438505115
2018-03-19,51.338464483128995,71.1036256995998,12.588749100299486,100.27065307447845,2.997741328381329,1017.0744634951418
2018-03-20,51.26592180776099,71.17003561731107,12.541615104572918,100.27065307447845,2.997741328381329,1023.0613179005729
2018-03-21,51.72440420113131,71.23487032201857,12.588443572365758,100.27065307447845,2.997741328381329,1021.4987214268169
2018-03-22,51.474654866423336,71.29183637935321,12.570224707721096,100.27065307447845,2.997741328381329,1016.7647335660159
2018-03-23,51.77513837280078,71.18710261189851,12.57659283150392,100.27065307447845,2.997741328381329,1016.1743939436494
2018-03-26,51.28027744131604,71.26217492758447,12.573417397782006,100.27065307447845,2.997741328381329,1018.0853208400205
2018-03-27,51.1898119323203,71.1315935304718,12.609992018179053,100.27065307447845,2.997741328381329,1016.074001022907
2018-03-28,51.24863785185181,71.0571335849593,12.567654813534853,100.27065307447845,2.997741328381329,1019.4074488799379
2018-03-29,51.43450455125959,71.19249009174011,12.5138761992277,100.27065307447845,2.997741328381329,1016.9555915915843
2018-03-30,51.65787252519745,71.28151210800954,12.525091064586782,100.27065307447845,2.997741328381329,1020.6268123961917
2018-04-02,51.90587669575743,71.43525193697812,12.555139028821776,100.37439645990118,2.9781193410319644,1023.3971466316689
2018-04-03,51.81125917408289,71.4130844986094,12.571765644476658,100.37439645990118,2.9781193410319644,1023.5941935757085
2018-04-04,51.68255363628352,71.30285961448172,12.531292958021792,100.37439645990118,2.9781193410319644,1021.8513623220035
2018-04-05,51.94994640066067,71.28381589477468,12.56516720012636,100.37439645990118,2.9781193410319644,1023.1384372430372
2018-04-06,51.902555103196185,71.29901902449873,12.527974153771579,100.37439645990118,2.9781193410319644,1026.4731143410445
2018-04-09,51.52984920619481,71.31191789613274,12.50189722153226,100.37439645990118,2.9781193410319644,1037.6249564908314
2018-04-10,51.199863041993765,71.4302859440084,12.45469954529616,100.37439645990118,2.9781193410319644,1043.0299796862669
2018-04-11,50.93402735619328,71.39915890150806,12.519757462728762,100.37439645990118,2.9781193410319644,1048.6458954956358
2018-04-12,51.09317557940941,71.43936234868835,12.55142853978013,100.37439645990118,2.9781193410319644,1065.4970412947105
2018-04-13,51.14590330023058,71.3454996337449,12.581678208564073,100.37439645990118,2.9781193410319644,1068.7822432799956
2018-04-16,51.36304890645091,71.39553136154927,12.644038779621196,100.37439645990118,2.9781193410319644,1071.907911495905
2018-04-17,51.24487311254995,71.40084221656784,12.78467124203313,100.37439645990118,2.9781193410319644,1076.2093421198238
2018-04-18,51.302435019872966,71.33086088273939,12.699209936837624,100.37439645990118,2.9781193410319644,1071.339438286709
2018-04-19,51.500112138063166,71.3122779465219,12.662291107793768,100.37439645990118,2.9781193410319644,1069.5060393019176
2018-04-20,51.417308176147095,71.29886037187038,12.631482353585042,100.37439645990118,2.9781193410319644,1067.3381048388596
2018-04-23,51.56434074741432,71.27684485893667,12.588941372465907,100.37439645990118,2.9781193410319644,1071.3423347061926
2018-04-24,51.375762965094324,71.45897898316343,12.535062210085723,100.37439645990118,2.9781193410319644,1070.9458016256458
2018-04-25,51.2768468111248,71.45413438293265,12.520079556882953,100.37439645990118,2.9781193410319644,1072.2221135179236
2018-04-26,51.1723254429253,71.43474477191492,12.459249371118483,100.37439645990118,2.9781193410319644,1078.6118304301103
2018-04-27,50.82357354924859,71.22999967615391,12.476001489495355,100.37439645990118,2.9781193410319644,1083.8128927188386
2018-04-30,50.97966529348427,71.14557894095596,12.478586405566785,100.37439645990118,2.9781193410319644,1083.481637426494
2018-05-01,50.84884459142345,71.12427159851032,12.502637838804969,100.62161605509556,2.9636546273131477,1080.3931586475398
2018-05-02,50.86259282704175,71.06068633089265,12.52802426138688,100.62161605509556,2.9636546273131477,1087.0848896597224
2018-05-03,51.01681682471353,71.20385709023043,12.558174604058214,100.62161605509556,2.9636546273131477,1091.843427108991
2018-05-04,51.16077617752251,71.19236331269082,12.53950415721702,100.62161605509556,2.9636546273131477,1083.6558158398996
2018-05-07,51.37039171021435,71.32620773762264,12.645561327348704,100.62161605509556,2.9636546273131477,1082.4928439031592
2018-05-08,51.35084606486152,71.33737820102768,12.657282883172808,100.62161605509556,2.9636546273131477,1083.929253727798
2018-05-09,51.233856571248275,71.34610098466983,12.564158645541568,100.62161605509556,2.9636546273131477,1088.7102276879864
2018-05-10,51.219941107976354,71.34222133989859,12.514039858253257,100.62161605509556,2.9636546273131477,1094.2277112589163
2018-05-11,50.72374077778895,71.34760096506074,12.427014708801867,100.62161605509556,2.9636546273131477,1096.3307340051897
2018-05-14,50.29960703606202,71.52448046536571,12.427881440259432,100.62161605509556,2.9636546273131477,1100.0843787114677
2018-05-15,49.912797152355694,71.29751939269059,12.421791179056765,100.62161605509556,2.9636546273131477,1100.9835412011334
2018-05-16,49.62362310407525,71.10236481824673,12.398369894161792,100.62161605509556,2.9636546273131477,1097.8282611860743
2018-05-17,49.753555372092286,71.0530477351411,12.498916199781819,100.62161605509556,2.9636546273131477,1096.9354942481357
2018-05-18,49.491911655484266,71.05950052333488,12.526365343485663,100.62161605509556,2.9636546273131477,1097.5807468101511
2018-05-21,49.388462889272446,71.13351096581127,12.562670261557981,100.62161605509556,2.9636546273131477,1097.932938734685
2018-05-22,49.788231378608266,71.18581968561402,12.516116587160875,100.62161605509556,2.9636546273131477,1088.185773983222
2018-05-23,49.69135218728984,71.15239509432597,12.466159342594326,100.62161605509556,2.9636546273131477,1086.5722105367106
2018-05-24,49.92260685782997,71.25929946365014,12.467999617549173,100.62161605509556,2.9636546273131477,1087.424061250874
2018-05-25,49.652521553827,71.3673190039654,12.476649974531783,100.62161605509556,2.9636546273131477,1086.4317829628485
2018-05-28,49.600890286466715,71.39072478709257,12.383834396176061,100.62161605509556,2.9636546273131477,1085.6430801714698
2018-05-29,49.32588366999354,71.49199054434125,12.374819045033584,100.62161605509556,2.9636546273131477,1088.8347153414177
2018-05-30,49.23417374722337,71.52425507068446,12.37552264917726,100.62161605509556,2.9636546273131477,1083.516145930938
2018-05-31,49.49626618846059,71.47310676800618,12.364765190888702,100.62161605509556,2.9636546273131477,1075.275559703286
2018-06-01,48.98807006150289,71.54788845190618,12.324095670271369,100.65269148543872,2.9565085261078115,1073.9368476371608
2018-06-04,49.12839715456664,71.56394976416405,12.297118911175312,100.65269148543872,2.9565085261078115,1078.5920669663824
2018-06-05,49.209717835266325,71.56908374883949,12.288275951496672,100.65269148543872,2.9565085261078115,1088.2778125496584
2018-06-06,49.04147284855729,71.72137910605845,12.292815952677175,100.65269148543872,2.9565085261078115,1093.0835466347323
2018-06-07,48.61765549224075,71.48129189320444,12.323055531804703,100.65269148543872,2.9565085261078115,1085.6224057137779
2018-06-08,48.64929434455491,71.34452347618848,12.377098342052246,100.65269148543872,2.9565085261078115,1084.9002401036528
2018-06-11,48.50044653183577,71.23081643355104,12.362380955875885,100.65269148543872,2.9565085261078115,1086.8364594601512
2018-06-12,48.580249395242184,71.19949036879417,12.339573146070116,100.65269148543872,2.9565085261078115,1088.350116850366
2018-06-13,48.59680503889921,71.17902955181756,12.361455929746832,100.65269148543872,2.9565085261078115,1091.8327813930498
2018-06-14,49.08733870629549,71.03329698704026,12.391998175567375,100.65269148543872,2.9565085261078115,1087.388368394091
2018-06-15,49.02553201805358,70.93978118380917,12.370288153904431,100.65269148543872,2.9565085261078115,1088.2875756183023
2018-06-18,48.72848277026702,70.85869701595682,12.409807827752738,100.65269148543872,2.9565085261078115,1091.113842519626
2018-06-19,48.79226546075392,71.10943942516441,12.458787094810537,100.65269148543872,2.9565085261078115,1096.1692380837844
2018-06-20,48.868264465945444,71.29461361993913,12.523371418093472,100.65269148543872,2.9565085261078115,1092.3009811578443
2018-06-21,49.28602073851758,71.25843867817066,12.612287463429462,100.65269148543872,2.9565085261078115,1090.961374108212
2018-06-22,49.54655411229195,71.22708034913998,12.56896665649649,100.65269148543872,2.9565085261078115,1076.8593855746701
2018-06-25,49.663615430036806,71.11715994942115,12.569661566963116,100.65269148543872,2.9565085261078115,1074.0582899613325
2018-06-26,50.11260629740267,70.93134690809862,12.570225451794048,100.65269148543872,2.9565085261078115,1071.7908491400217
2018-06-27,49.76597738110582,70.92465888945777,12.565321773367424,100.65269148543872,2.9565085261078115,1066.868805942271
2018-06-28,49.584051921280896,70.82987369113337,12.532858627386917,100.65269148543872,2.9565085261078115,1068.2876581660005
2018-06-29,49.31607913885924,70.82638863796717,12.458580527225363,100.65269148543872,2.9565085261078115,1068.5260099347665
2018-07-02,49.20913619791251,70.67136805306282,12.463214499526813,101.00586772694979,2.9292675094907583,1057.0506564801499
2018-07-03,48.806130353645614,70.60017060723179,12.424796716549418,101.00586772694979,2.9292675094907583,1058.7171317283132
2018-07-04,49.00667563768994,70.62003331676208,12.4290963905868,101.00586772694979,2.9292675094907583,1054.3442446048516
2018-07-05,48.9500088285603,70.66165427654047,12.389394213501856,101.00586772694979,2.9292675094907583,1057.4390600646393
2018-07-06,48.5187669402095,70.70840147241468,12.33441129620964,101.00586772694979,2.9292675094907583,1051.206580053579
2018-07-09,48.22409321584724,70.58135257399897,12.346126214228484,101.00586772694979,2.9292675094907583,1051.8849451621518
2018-07-10,48.3281473700823,70.67182114701252,12.35367229056881,101.00586772694979,2.9292675094907583,1050.9222874620161
2018-07-11,48.58958534045062,70.59679997735233,12.382636389134856,101.00586772694979,2.9292675094907583,1053.0448324967088
2018-07-12,49.19860460795815,70.66508576881307,12.491929577455737,101.00586772694979,2.9292675094907583,1054.2273719963807
2018-07-13,50.08276334776035,70.66902190115125,12.50579405401628,101.00586772694979,2.9292675094907583,1053.423504324544
2018-07-16,50.21708617774315,70.53638315124346,12.530048142369486,101.00586772694979,2.9292675094907583,1045.886575677688
2018-07-17,49.93022474173359,70.50976338078533,12.47617007592612,101.00586772694979,2.9292675094907583,1038.7101469261747
2018-07-18,49.3006108575142,70.55129975499172,12.4118247038993,101.00586772694979,2.9292675094907583,1036.1956869125856
2018-07-19,49.39092429621735,70.61759629303917,12.490966176237967,101.00586772694979,2.9292675094907583,1036.6639984788724
2018-07-20,49.15704196762425,70.60849750329473,12.444792187241303,101.00586772694979,2.9292675094907583,1034.0336808601387
2018-07-23,49.04243478957034,70.76667539235484,12.39259498366787,101.00586772694979,2.9292675094907583,1037.7918475918975
2018-07-24,48.8688057498524,70.87242646945349,12.390640037607042,101.00586772694979,2.9292675094907583,1036.8586240029354
2018-07-25,48.836568483927486,70.85176105781352,12.386130416938173,101.00586772694979,2.9292675094907583,1032.3839150281049
2018-07-26,49.16636255316378,70.93177323902721,12.341005091616008,101.00586772694979,2.9292675094907583,1031.4743884487987
2018-07-27,49.22347712339738,71.13015258754604,12.325756430680354,101.00586772694979,2.9292675094907583,1033.1570969917993
2018-07-30,49.185886672285775,71.33120104762433,12.38722521656286,101.00586772694979,2.9292675094907583,1035.3457090200866
2018-07-31,48.88519054643803,71.21340105954208,12.346925536121269,101.00586772694979,2.9292675094907583,1045.638066540362
2018-08-01,48.39278566302673,71.12574774842636,12.27724191190296,101.03311478541346,2.900826474167956,1042.6674476267267
2018-08-02,48.256893290304724,71.27923962709976,12.32437159294795,101.03311478541346,2.900826474167956,1042.7972248837023
2018-08-03,48.25075852505923,71.17841152201599,12.348986438544852,101.03311478541346,2.900826474167956,1045.5423143680307
2018-08-06,48.79113749913319,71.05115740868682,12.317960507512419,101.03311478541346,2.900826474167956,1045.9563603225351
2018-08-07,48.840219855575064,71.00753799561691,12.238852156706074,101.03311478541346,2.900826474167956,1043.872581111835
2018-08-08,49.145041708881976,71.05456066656437,12.201620988884144,101.03311478541346,2.900826474167956,1036.3442678134645
2018-08-09,49.00525302932023,71.04932099590327,12.19888576704168,101.03311478541346,2.900826474167956,1034.2155931844222
2018-08-10,48.65976989939512,70.9892646338627,12.257169371535872,101.03311478541346,2.900826474167956,1029.1815556691834
2018-08-13,48.38023487072542,70.92684338769025,12.20534027279239,101.03311478541346,2.900826474167956,1020.8461608198224
2018-08-14,48.17266705136469,70.86060968124899,12.201114278716815,101.03311478541346,2.900826474167956,1017.2989250325686
2018-08-15,48.821207971095234,70.7776587183831,12.23487151171156,101.03311478541346,2.900826474167956,1012.501190794552
2018-08-16,48.584791967327924,71.0108220061107,12.115808144705465,101.03311478541346,2.900826474167956,1015.9747088856434
2018-08-17,48.84633872844883,71.04557311322925,12.16749745310241,101.03311478541346,2.900826474167956,1019.5412882061729
2018-08-20,48.585460575022715,71.13924901866973,12.108374924492088,101.03311478541346,2.900826474167956,1015.452351139724
2018-08-21,48.87493247888499,71.09534127185783,12.124974699164934,101.03311478541346,2.900826474167956,1014.6426969495687
2018-08-22,49.00041776871675,71.08174560413923,12.137308856645472,101.03311478541346,2.900826474167956,1005.7628039521826
2018-08-23,48.96342639941932,71.0153902060022,12.191538176218664,101.03311478541346,2.900826474167956,1003.7762695594579
